MAKE_MODEL_CODE,MODEL_DESC,A,B,D,E,MODEL_DESC_DETAIL,ACOR_TOTAL
KIFO,KIA FORTE,0,1,0,1,KIA FORTE,6087
NIAL,NISSALTI,0,0,0,0,NISSALTI,1193
KIOP,KIA OPTI,1,0,1,1,KIA OPTI,17857
KS74,KIA SO74,1,1,0,1,KIA SO74,7827
CHIM,CHEVIMPA,0,1,0,0,CHEVIMPA,6387
CHCM,CHEVCAMA,1,1,1,1,CHEVCAMA,10500
HYSL,HYUNSONA,0,0,1,0,HYUNSONA,5511
CTWN,CHRYTOWN,0,0,1,1,CHRYTOWN,16074
BRET,BUICREGT,0,1,1,0,BUICREGT,13204
CHSS,CHEVCAMS,0,0,0,0,CHEVCAMS,14108
DOGC,DODGGRCA,1,0,1,0,DODGGRCA,25753
FFE5,FORDFIE5,0,0,1,0,FORDFIE5,17030
HYSL,HYUNSONA,1,0,0,1,HYUNSONA,11995
FEX2,FORDEXL2,1,0,0,0,FORDEXL2,178
NIVH,NISSVRHA,1,1,0,1,NISSVRHA,113
KS74,KIA SO74,1,0,1,1,KIA SO74,9672
KS74,KIA SO74,1,0,0,0,KIA SO74,13186
HYSL,HYUNSONA,1,0,1,0,HYUNSONA,682
NIAL,NISSALTI,0,1,1,1,NISSALTI,967
FTRW,FORDTRAW,0,1,0,1,FORDTRAW,2772
FTRW,FORDTRAW,0,1,1,0,FORDTRAW,372
HYEL,HYUNELAN,0,0,0,0,HYUNELAN,245
FTRW,FORDTRAW,1,0,0,1,FORDTRAW,1246
CMP2,JEEPCMP2,1,0,0,1,JEEPCMP2,800
VWJE,VOLKJETT,0,1,1,1,VOLKJETT,1948
FOEP,FORDESCA,1,0,1,1,FORDESCA,2063
DOGC,DODGGRCA,1,0,1,0,DODGGRCA,3390
FEXP,FORDEXPL,0,1,0,0,FORDEXPL,1550
MA6I,MAZDA 6 SEDAN I TOURING,0,1,1,0,MAZDA 6 SEDAN I TOURING,620
NIVS,NISSVRSA,0,1,0,1,NISSVRSA,2213
KIFO,KIA FORT,1,1,0,0,KIA FORT,538
BRET,BUICREGT,0,1,1,0,BUICREGT,4514
CHTA,CHEVTAHO,0,1,0,1,CHEVTAHO,1190
FOFN,FORDFUSI,1,0,0,0,FORDFUSI,1683
CTWN,CHRYTOWN,0,0,1,1,CHRYTOWN,2323
VO60,VOLVS60F,0,1,1,0,VOLVS60F,319
CHIP,CHEVIMPL,1,1,0,0,CHEVIMPL,1113
CHIP,CHEVIMPL,1,1,0,1,CHEVIMPL,1806
NIAL,NISSALTI,0,0,1,0,NISSALTI,688
FEX2,FORDEXL2,1,1,0,1,FORDEXL2,456
HYSL,HYUNSONA,0,1,0,0,HYUNSONA,1016
FEXP,FORDEXPL,0,0,1,1,FORDEXPL,1680
DOGC,DODGGRCA,1,1,0,1,DODGGRCA,1313
KS74,KIA SO74,1,0,1,1,KIA SO74,812
CHCM,CHEVCAMA,1,0,1,1,CHEVCAMA,241
DOGC,DODGGRCA,1,0,1,1,DODGGRCA,166
HYEL,HYUNELAN,0,0,1,1,HYUNELAN,375
CTWN,CHRYTOWN,1,1,1,0,CHRYTOWN,934
VWBE,VOLKBEET,0,0,1,1,VOLKBEET,4763
HYSL,HYUNSONA,1,1,1,0,HYUNSONA,298
CHIP,CHEVIMPL,1,0,0,1,CHEVIMPL,360
BRET,BUICREGT,0,1,0,1,BUICREGT,348
HYAK,HYUNACCE,1,0,1,1,HYUNACCE,1517
BX3I,BMW BMX3,0,0,0,1,BMW BMX3,848
HYSL,HYUNSONA,1,0,0,1,HYUNSONA,376
CMRY,TOYOCAMR,1,1,0,0,TOYOCAMR,6873
CHIP,CHEVIMPL,1,0,1,1,CHEVIMPL,1594
CHIP,CHEVIMPL,0,0,0,0,CHEVIMPL,936
FFET,FORDFIES,1,0,0,0,FORDFIES,1587
FTA2,FORDTAU2,0,0,1,0,FORDTAU2,188
LIN2,LINCNAV2,0,0,0,0,LINCNAV2,803
DOGC,DODGGRCA,1,1,1,1,DODGGRCA,3355
HYSL,HYUNSONA,1,1,0,1,HYUNSONA,1689
KS74,KIA SO74,1,1,1,1,KIA SO74,1813
KISL,KIA SOUL,1,0,0,1,KIA SOUL,1552
HYSA,HYUNSAN2,1,0,0,0,HYUNSAN2,688
DOGC,DODGGRCA,0,1,0,1,DODGGRCA,1736
CHEQ,CHEVEQUI,1,0,1,0,CHEVEQUI,93
LIMZ,LINC MKZ,0,1,1,0,LINC MKZ,325
KIFO,KIA FORT,1,1,0,0,KIA FORT,467
NIAL,NISSALTI,0,0,1,0,NISSALTI,448
CX5F,MAZDCX5F,0,0,0,0,MAZDCX5F,3634
KS74,KIA SO74,0,1,0,0,KIA SO74,981
HYEL,HYUNELAN,0,0,1,0,HYUNELAN,280
DOGC,DODGGRCA,1,1,0,1,DODGGRCA,80
KIOP,KIA OPTI,0,0,1,0,KIA OPTI,1887
FEXP,FORDEXPL,0,0,0,0,FORDEXPL,316
FTRW,FORDTRAW,1,1,1,1,FORDTRAW,500
FOEP,FORDESCA,0,0,1,1,FORDESCA,517
TOYB,TOYOCRLA,0,0,1,1,TOYOCRLA,1161
,NISSALTI,1,1,1,0,NISSALTI,1330
VOXF,VOLVXC6F,1,0,1,1,VOLVXC6F,1743
NIAL,NISSALTI,1,1,0,1,NISSALTI,80
CTWN,CHRYTOWN,0,1,0,0,CHRYTOWN,750
NIAL,NISSALTI,1,0,1,0,NISSALTI,1326
FEX2,FORDEXL2,0,1,1,0,FORDEXL2,2275
FTRW,FORDTRAW,0,0,0,0,FORDTRAW,1950
KIOP,KIA OPTI,0,1,1,1,KIA OPTI,1245
DOGC,DODGGRCA,0,1,0,0,DODGGRCA,705
KIFO,KIA FORT,0,1,1,1,KIA FORT,429
FOFN,FORDFUSI,0,1,0,1,FORDFUSI,310
BRET,BUICREGT,0,0,0,1,BUICREGT,80
CX5F,MAZDCX5F,0,1,0,0,MAZDCX5F,971
V60F,VOLVV60F,0,0,1,1,VOLVV60F,285
FFET,FORDFIES,1,1,1,1,FORDFIES,208
FEX2,FORD EXPLORER 2WD,0,1,1,1,FORD EXPLORER 2WD,642
DOGC,DODGGRCA,1,1,1,0,DODGGRCA,425
CHS4,CHEVSON4,1,1,0,1,CHEVSON4,1525
TO4R,TOYO4RUN,1,0,0,1,TOYO4RUN,195
HYEL,HYUNELAN,0,0,1,0,HYUNELAN,336
KS74,KIA SO74,1,0,0,0,KIA SO74,373
FOE2,FORDESC2,1,1,1,0,FORDESC2,2077
HYAK,HYUNACCE,0,0,1,0,HYUNACCE,1305
HYEL,HYUNELAN,1,0,0,1,HYUNELAN,2807
MGL4,MERCGL45,1,0,1,0,MERCGL45,283
KIS2,KIA SPO2,1,0,1,1,KIA SPO2,347
BRET,BUICREGT,0,1,0,0,BUICREGT,1967
CTWN,CHRYTOWN,0,1,1,0,CHRYTOWN,3599
HYSL,HYUNSONA,1,0,0,1,HYUNSONA,1646
MA6I,MAZD6SED,0,1,0,1,MAZD6SED,470
KISL,KIA SOUL,0,1,1,1,KIA SOUL,11912
KISL,KIA SOUL,0,1,1,1,KIA SOUL,2330
FOE2,FORDESC2,1,1,0,0,FORDESC2,1359
FEX2,FORDEXL2,0,1,1,0,FORDEXL2,250
KS74,KIA SO74,1,0,0,1,KIA SO74,2534
NIAL,NISSALTI,0,1,1,1,NISSALTI,1020
CTWN,CHRYTOWN,0,1,0,1,CHRYTOWN,550
HYEL,HYUNELAN,0,1,0,1,HYUNELAN,403
KISL,KIA SOUL,1,1,1,1,KIA SOUL,1127
MA6I,MAZD6SED,1,1,0,1,MAZD6SED,524
CTWN,CHRYTOWN,1,0,0,0,CHRYTOWN,340
LIN2,LINCNAV2,0,1,1,0,LINCNAV2,3865
FOXL,FORDEXL4,0,1,1,1,FORDEXL4,337
DOGC,DODGGRCA,0,0,0,1,DODGGRCA,1361
CHTA,CHEVTAHO,0,0,1,0,CHEVTAHO,1152
CCAT,CHEVCAPT,1,1,1,0,CHEVCAPT,128
FTRW,FORDTRAW,0,0,1,0,FORDTRAW,1662
NIVH,NISSVRHA,0,1,0,1,NISSVRHA,610
CHEQ,CHEVEQUI,0,0,0,0,CHEVEQUI,920
CHIM,CHEVIMPA,1,1,1,0,CHEVIMPA,29850
HYSL,HYUNSONA,0,1,0,1,HYUNSONA,78
FOE2,FORDESC2,1,1,0,0,FORDESC2,367
DOJ2,DODGJOU2,1,0,0,1,DODGJOU2,2181
CMP2,JEEPCMP2,0,0,1,0,JEEPCMP2,103
CTWN,CHRYTOWN,0,1,1,0,CHRYTOWN,619
MA3S,MAZD3SED,0,1,1,0,MAZD3SED,1065
CTWN,CHRYTOWN,0,1,1,0,CHRYTOWN,2389
CTWN,CHRYTOWN,1,0,0,0,CHRYTOWN,1161
CTWN,CHRYTOWN,0,1,1,1,CHRYTOWN,1076
FOXL,FORDEXL4,0,0,0,1,FORDEXL4,5008
FTA2,FORDTAU2,1,1,0,1,FORDTAU2,1957
FOFN,FORDFUSI,0,0,0,0,FORDFUSI,950
KISN,KIA SORE,1,1,0,1,KIA SORE,1339
KS74,KIA SO74,0,0,1,0,KIA SO74,6739
BRET,BUICREGT,1,0,1,1,BUICREGT,1733
TOYB,TOYOCRLA,1,0,1,0,TOYOCRLA,2233
KIOP,KIA OPTI,0,0,0,0,KIA OPTI,2903
VWJE,VOLKJETT,1,1,1,0,VOLKJETT,6601
DOGC,DODGGRCA,1,0,1,0,DODGGRCA,1151
TOPH,TOYOPRIH,1,1,0,0,TOYOPRIH,2088
KIOP,KIA OPTIMA,0,0,1,1,KIA OPTIMA,133
KIFO,KIA FORT,1,0,1,1,KIA FORT,509
HYEL,HYUNELAN,1,1,0,0,HYUNELAN,259
HYEL,HYUNELAN,1,1,1,1,HYUNELAN,767
KS74,KIA SO74,0,1,0,1,KIA SO74,664
JWRA,JEEPWRAN,1,1,0,1,JEEPWRAN,375
DODU,DODGDURA,1,1,1,0,DODGDURA,530
CHIP,CHEVIMPL,1,1,0,1,CHEVIMPL,1197
HYSL,HYUNDAI SONATA  4DR/5PSGR,1,1,0,1,HYUNDAI SONATA  4DR/5PSGR,88
FOFN,FORDFUSI,0,1,1,0,FORDFUSI,379
NIAL,NISSAN ALTIMA SEDAN,1,0,1,0,NISSAN ALTIMA SEDAN,133
TOYB,TOYOCRLA,1,1,0,1,TOYOCRLA,937
CMRY,TOYOCAMR,1,0,0,1,TOYOCAMR,1069
NIAL,NISSALTI,1,0,1,0,NISSALTI,459
NIAL,NISSALTI,0,1,0,0,NISSALTI,421
CSU2,CHEVSUB2,1,0,0,0,CHEVSUB2,1321
FOL2,FORDEL2W,0,1,0,1,FORDEL2W,846
FOE2,FORDESC2,0,0,1,1,FORDESC2,297
NIAL,NISSALTI,1,1,0,1,NISSALTI,111
CCAT,CHEVROLET CAPTIVA,1,1,0,1,CHEVROLET CAPTIVA,120
KIFO,KIA FORT,0,0,1,1,KIA FORT,1622
BREG,BUICREGL,0,0,1,0,BUICREGL,9050
KIOP,KIA OPTI,1,1,0,1,KIA OPTI,24976
KISL,KIA SOUL,0,1,1,1,KIA SOUL,1321
DOGC,DODGGRCA,0,0,0,1,DODGGRCA,522
LIMZ,LINC MKZ,0,0,1,0,LINC MKZ,471
FOEP,FORDESCA,1,0,1,0,FORDESCA,1805
KS72,KIA SO7F,1,1,1,0,KIA SO7F,3220
HYSL,HYUNSONA,0,1,1,1,HYUNSONA,1016
LIN2,LINCNAV2,0,1,1,0,LINCNAV2,6869
JEP2,JEEPPAT2,1,1,0,1,JEEPPAT2,6943
FOXL,FORDEXL4,0,0,0,0,FORDEXL4,9670
CTWN,CHRYTOWN,0,1,0,0,CHRYTOWN,4322
KIOP,KIA OPTI,0,1,1,1,KIA OPTI,757
HYSL,HYUNSONA,0,0,0,0,HYUNSONA,1301
KISL,KIA SOUL,0,0,0,1,KIA SOUL,316
KS72,KIA SO7F,0,0,1,1,KIA SO7F,469
HYA6,HYUNSANT,0,0,0,1,HYUNSANT,1932
FOL2,FORDEL2W,0,1,1,1,FORDEL2W,6447
CHCZ,CHEVCRUZ,0,1,1,1,CHEVCRUZ,469
CHCZ,CHEVCRUZ,1,0,1,1,CHEVCRUZ,602
CHIP,CHEVIMPL,1,0,0,0,CHEVIMPL,253
FTRW,FORDTRAW,0,1,1,0,FORDTRAW,680
FTA2,FORDTAU2,0,1,0,0,FORDTAU2,2159
CTWN,CHRYTOWN,1,1,1,0,CHRYTOWN,46
DOGC,DODGGRCA,1,1,0,1,DODGGRCA,1098
KIS2,KIA SPO2,0,1,0,1,KIA SPO2,964
FTRW,FORDTRAW,1,1,0,0,FORDTRAW,1285
FTRW,FORDTRAW,0,1,0,0,FORDTRAW,4700
FTA2,FORDTAU2,1,1,0,1,FORDTAU2,1514
HYSA,HYUNSAN2,1,0,1,0,HYUNSAN2,658
HYAK,HYUNACCE,1,1,0,1,HYUNACCE,1151
KISL,KIA SOUL,1,0,0,0,KIA SOUL,971
CHIM,CHEVIMPA,1,0,1,0,CHEVIMPA,1778
V60F,VOLVV60F,1,0,1,0,VOLVV60F,665
KS74,KIA SO74,0,0,0,0,KIA SO74,11863
BREG,BUICREGL,1,0,1,1,BUICREGL,1677
TO4R,TOYO4RUN,1,0,0,1,TOYO4RUN,593
CHE2,CHEVEQU2,0,1,1,0,CHEVEQU2,3348
CTWN,CHRYTOWN,0,1,0,0,CHRYTOWN,10676
HYSL,HYUNSONA,1,1,0,1,HYUNSONA,0
TO42,TOYO4RU2,0,0,1,1,TOYO4RU2,1684
BRET,BUICREGT,1,0,1,1,BUICREGT,0
MA3S,MAZD3SED,0,0,1,1,MAZD3SED,718
C300,CHRY300M,1,1,1,1,CHRY300M,994
HYEL,HYUNELAN,0,0,0,0,HYUNELAN,585
CHIP,CHEVIMPL,0,0,0,1,CHEVIMPL,4251
CHTV,CHEVTRAV,0,0,1,1,CHEVTRAV,383
HYSL,HYUNSONA,1,0,0,0,HYUNSONA,804
CTA2,CHEVTAH2,0,0,0,0,CHEVTAH2,19268
KIS2,KIA SPO2,1,1,0,1,KIA SPO2,1024
KIOP,KIA OPTI,1,1,0,0,KIA OPTI,1769
LIMZ,LINC MKZ,0,1,1,0,LINC MKZ,370
FOE2,FORDESC2,0,0,0,0,FORDESC2,80
CHSU,CHEVROLET SUBURBAN 4WD,0,0,1,0,CHEVROLET SUBURBAN 4WD,980
CACT,CADI CTS,1,0,1,0,CADI CTS,249
MILC,MITSLANC,1,0,0,0,MITSLANC,244
FFE5,FORDFIE5,1,1,1,0,FORDFIE5,652
VO60,VOLVS60F,0,1,0,1,VOLVS60F,370
CHEQ,CHEVEQUI,1,0,1,0,CHEVEQUI,829
HYEL,HYUNELAN,0,0,1,1,HYUNELAN,636
MILC,MITSLANC,0,0,0,1,MITSLANC,1523
KIFO,KIA FORT,0,1,0,1,KIA FORT,1499
FTRW,FORDTRAW,1,1,0,1,FORDTRAW,150
NIAL,NISSALTI,1,1,0,0,NISSALTI,730
KS74,KIA SO74,1,0,1,1,KIA SO74,2106
KS72,KIA SO7F,1,1,1,1,KIA SO7F,1695
KIOP,KIA OPTIMA,1,0,0,1,KIA OPTIMA,7876
JEP2,JEEPPAT2,0,1,1,0,JEEPPAT2,2161
B328,BMW 328I,0,0,0,0,BMW 328I,333
HYEL,HYUNELAN,0,0,0,1,HYUNELAN,2144
CTWN,CHRYTOWN,0,0,0,1,CHRYTOWN,1313
BUEN,BUICK ENCLAVE 2WD,0,0,0,0,BUICK ENCLAVE 2WD,4904
,CHEVIMPL,1,1,1,0,CHEVIMPL,762
CHSR,CHEVSILR,0,0,1,1,CHEVSILR,608
NIAL,NISSALTI,1,0,1,1,NISSALTI,1204
KIOP,KIA OPTI,0,0,0,1,KIA OPTI,1967
CHCZ,CHEVCRUZ,1,0,0,0,CHEVCRUZ,709
DOGC,DODGGRCA,1,1,1,1,DODGGRCA,265
HYSL,HYUNSONA,0,1,1,1,HYUNSONA,893
CTWN,CHRYTOWN,0,1,0,0,CHRYTOWN,647
HYEL,HYUNELAN,1,1,1,0,HYUNELAN,2474
JCHA,JEEPCHEA,1,1,1,1,JEEPCHEA,1439
DODU,DODGDURA,1,1,1,0,DODGDURA,584
CHMA,CHEVMALI,1,0,0,0,CHEVMALI,1373
HYA6,HYUNSANT,1,0,1,1,HYUNSANT,426
HYAC,HYUNACCH,0,0,0,0,HYUNACCH,542
FTA2,FORDTAU2,0,0,0,1,FORDTAU2,2932
JEPA,JEEPPATR,1,0,0,1,JEEPPATR,2874
FOEP,FORDESCA,1,1,1,1,FORDESCA,1873
BREG,BUICREGL,1,0,0,0,BUICREGL,405
KIOP,KIA OPTI,1,0,1,1,KIA OPTI,531
CMRY,TOYOCAMR,0,1,1,0,TOYOCAMR,1374
,MAZDCX5F,1,0,0,1,MAZDCX5F,990
BMWX,BMW X1AW,0,0,1,0,BMW X1AW,335
CCAT,CHEVCAPT,0,1,0,0,CHEVCAPT,786
FOFN,FORDFUSI,1,0,0,1,FORDFUSI,758
CMRY,TOYOCAMR,0,1,0,1,TOYOCAMR,546
FOFN,FORDFUSI,1,0,0,0,FORDFUSI,998
TSIE,TOYOSIEN,0,1,1,1,TOYOSIEN,21099
CHSS,CHEVCAMS,0,0,1,0,CHEVCAMS,237
CTA2,CHEVTAH2,1,0,1,0,CHEVTAH2,1299
FMSN,FORDMUST,1,0,0,0,FORDMUST,437
KIFO,KIA FORT,0,0,0,1,KIA FORT,14072
KS74,KIA SORENTO 4WD 7 PASS,1,1,1,0,KIA SORENTO 4WD 7 PASS,6412
NIVS,NISSAN VERSA,1,0,1,0,NISSAN VERSA,527
DOGC,DODGGRCA,1,1,0,0,DODGGRCA,1291
TOYB,TOYOCRLA,0,1,1,0,TOYOCRLA,185
VWJE,VOLKJETT,1,1,1,0,VOLKJETT,396
FOFN,FORDFUSI,0,0,0,1,FORDFUSI,4190
CHIM,CHEVIMPA,0,0,0,1,CHEVIMPA,957
TSIE,TOYOSIEN,1,1,0,1,TOYOSIEN,781
FOFN,FORDFUSI,0,0,1,1,FORDFUSI,1830
XCMS,CHEVMALI,1,0,0,0,CHEVMALI,2884
CMP2,JEEPCMP2,1,1,0,0,JEEPCMP2,1407
CMP2,JEEPCMP2,1,1,0,1,JEEPCMP2,7300
FEX2,FORDEXL2,0,0,1,0,FORDEXL2,12570
KIS2,KIA SPORTAGE 2WD,0,1,0,0,KIA SPORTAGE 2WD,8880
DOGC,DODGGRCA,0,0,0,0,DODGGRCA,24696
KIOP,KIA OPTI,1,1,0,1,KIA OPTI,9893
FEX2,FORDEXL2,0,0,0,0,FORDEXL2,4978
CCAT,CHEVCAPT,0,0,1,0,CHEVCAPT,11343
TOYB,TOYOCRLA,1,1,1,1,TOYOCRLA,10066
KISL,KIA SOUL,0,1,0,1,KIA SOUL,7137
CMP2,JEEPCMP2,1,1,1,1,JEEPCMP2,9257
FTA2,FORDTAU2,1,1,1,0,FORDTAU2,1915
KISN,KIA SORE,0,1,0,1,KIA SORE,15858
FTA2,FORDTAU2,1,0,0,0,FORDTAU2,8417
TOYB,TOYOCRLA,1,0,1,1,TOYOCRLA,7818
CATR,CADILLAC ATS RWD,1,1,1,0,CADILLAC ATS RWD,8140
DOGC,DODGGRCA,0,0,1,1,DODGGRCA,18705
KIFO,KIA FORT,1,0,0,0,KIA FORT,10547
NIVS,NISSAN VERSA,0,1,1,1,NISSAN VERSA,6366
FTA2,FORDTAU2,1,0,1,1,FORDTAU2,10303
CHIM,CHEVIMPA,0,1,1,1,CHEVIMPA,30084
JEP2,JEEPPAT2,1,0,0,0,JEEPPAT2,26470
KIS2,KIA SPO2,0,1,0,0,KIA SPO2,4257
KIOP,KIA OPTI,1,1,0,1,KIA OPTI,19621
HYEL,HYUNELAN,1,0,0,0,HYUNELAN,5903
CTWN,CHRYTOWN,1,1,0,1,CHRYTOWN,9815
CX5F,MAZDCX5F,0,0,1,0,MAZDCX5F,7935
MA3S,MAZD3SED,1,1,0,1,MAZD3SED,8504
CHSS,CHEVCAMS,1,1,0,0,CHEVCAMS,700
CHCZ,CHEVCRUZ,1,0,1,0,CHEVCRUZ,2250
BREG,BUICREGL,0,1,1,0,BUICREGL,963
KS74,KIA SO74,1,1,0,1,KIA SO74,372
CHIP,CHEVIMPL,1,0,1,0,CHEVIMPL,750
NIAL,NISSAN ALTIMA SEDAN,0,0,0,0,NISSAN ALTIMA SEDAN,1290
KIOP,KIA OPTI,0,0,0,1,KIA OPTI,498
FFET,FORDFIES,1,1,1,1,FORDFIES,1236
KISL,KIA SOUL,1,1,0,1,KIA SOUL,433
KIOP,KIA OPTI,1,0,1,1,KIA OPTI,2145
HYEL,HYUNELAN,0,1,0,0,HYUNELAN,1213
CHTA,CHEVTAHO,0,0,0,0,CHEVTAHO,859
KISL,KIA SOUL,1,1,1,0,KIA SOUL,288
HYAZ,HYUNAZER,1,1,0,0,HYUNAZER,1904
KIOP,KIA OPTI,0,0,0,0,KIA OPTI,697
FFE5,FORDFIE5,1,0,0,0,FORDFIE5,1103
CSU2,CHEVSUB2,0,0,1,1,CHEVSUB2,632
CTWN,CHRYTOWN,0,1,0,1,CHRYTOWN,631
FMSN,FORDMUST,1,1,1,0,FORDMUST,2835
HYEL,HYUNELAN,0,0,0,0,HYUNELAN,480
KS74,KIA SO74,1,0,0,1,KIA SO74,376
KISL,KIA SOUL,1,0,0,1,KIA SOUL,3149
TOYB,TOYOCRLA,0,1,1,1,TOYOCRLA,2691
CHIP,CHEVIMPL,0,1,1,1,CHEVIMPL,448
CHCZ,CHEVROLET CRUZE,1,1,0,0,CHEVROLET CRUZE,346
KISL,KIA SOUL,1,1,0,0,KIA SOUL,2205
DOGC,DODGGRCA,0,1,1,1,DODGGRCA,7827
HYSL,HYUNSONA,0,1,0,0,HYUNSONA,854
MA6I,MAZDA 6 SEDAN I TOURING,0,1,0,0,MAZDA 6 SEDAN I TOURING,1020
TOYB,TOYOCRLA,0,0,1,0,TOYOCRLA,540
CHIP,CHEVIMPL,1,0,0,1,CHEVIMPL,1122
MILC,MITSLANC,1,1,1,1,MITSLANC,775
FTA2,FORDTAU2,1,0,0,1,FORDTAU2,596
MA6I,MAZDA 6 SEDAN I TOURING,0,1,0,0,MAZDA 6 SEDAN I TOURING,78
FOXL,FORDEXL4,1,1,0,0,FORDEXL4,1526
FTRW,FORDTRAW,0,1,0,0,FORDTRAW,705
CHIP,CHEVIMPL,1,0,1,1,CHEVIMPL,1184
KISL,KIA SOUL,0,0,1,0,KIA SOUL,619
FTA2,FORDTAU2,0,1,0,0,FORDTAU2,206
KS72,KIA SORENTO FWD 7 PASS,1,1,0,0,KIA SORENTO FWD 7 PASS,228
KS72,KIA SO7F,1,0,0,0,KIA SO7F,1079
DOGC,DODGGRCA,0,0,1,0,DODGGRCA,1587
FOXL,FORDEXL4,0,0,1,1,FORDEXL4,648
FTRW,FORDTRAW,1,0,0,0,FORDTRAW,1889
MA6I,MAZDA 6 SEDAN I TOURING,0,1,0,1,MAZDA 6 SEDAN I TOURING,927
NIAL,NISSALTI,0,0,0,1,NISSALTI,1991
FFET,FORDFIES,0,0,0,1,FORDFIES,431
CCAT,CHEVCAPT,0,0,0,1,CHEVCAPT,169
MILC,MITSLANC,1,0,1,1,MITSLANC,294
CHIP,CHEVIMPL,0,0,0,1,CHEVIMPL,200
MA6I,MAZD6SED,1,1,0,0,MAZD6SED,591
KS72,KIA SO7F,0,0,0,1,KIA SO7F,8917
CHIM,CHEVIMPA,0,0,0,1,CHEVIMPA,4667
TOYB,TOYOCRLA,1,0,0,0,TOYOCRLA,1615
FOFN,FORDFUSI,1,0,0,1,FORDFUSI,1101
KISD,KIA SEDO,0,1,0,0,KIA SEDO,564
CHIP,CHEVIMPL,1,0,1,1,CHEVIMPL,1902
FOFN,FORDFUSI,1,1,0,1,FORDFUSI,1834
DOGC,DODGGRCA,1,1,0,0,DODGGRCA,351
HYSL,HYUNSONA,1,0,0,0,HYUNSONA,200
LIMZ,LINC MKZ,1,0,1,0,LINC MKZ,1654
CTWN,CHRYTOWN,1,0,0,1,CHRYTOWN,7448
HYEL,HYUNDAI ELANTRA SEDAN 4DR,1,1,1,1,HYUNDAI ELANTRA SEDAN 4DR,688
FMSN,FORDMUST,0,0,1,1,FORDMUST,4667
FOL2,FORDEL2W,1,0,0,1,FORDEL2W,2090
FMSN,FORDMUST,1,1,1,1,FORDMUST,1266
FTRW,FORDTRAW,0,1,1,1,FORDTRAW,1678
KS74,KIA SO74,1,1,1,1,KIA SO74,78
FOE2,FORDESC2,0,0,1,1,FORDESC2,16952
NIAL,NISSALTI,1,0,0,1,NISSALTI,422
HYSL,HYUNSONA,0,1,1,0,HYUNSONA,835
KIOP,KIA OPTI,0,1,1,0,KIA OPTI,310
BUE4,BUICENC4,0,0,1,1,BUICENC4,549
CHSU,CHEVSUBU,1,0,0,1,CHEVSUBU,490
VO60,VOLVS60F,1,0,0,1,VOLVS60F,7133
FTRW,FORDTRAW,0,0,1,1,FORDTRAW,1641
CHSS,CHEVCAMS,1,0,0,0,CHEVCAMS,1241
CHCM,CAMARO SS,0,0,1,0,CAMARO SS,290
FOXL,FORDEXL4,0,0,1,1,FORDEXL4,2042
CMRY,TOYOCAMR,1,1,0,0,TOYOCAMR,1349
KIOP,KIA OPTI,1,0,0,1,KIA OPTI,1999
MIMI,MITSMIRA,1,1,1,1,MITSMIRA,277
CHSU,CHEVSUBU,1,1,0,0,CHEVSUBU,602
DOGC,DODGGRCA,1,0,0,1,DODGGRCA,668
HYSL,HYUNSONA,1,1,0,0,HYUNSONA,1547
GMT2,GMC TER2,1,1,0,0,GMC TER2,747
FOEP,FORDESCA,1,1,0,1,FORDESCA,529
MA5S,MAZD5SPT,0,1,0,0,MAZD5SPT,276
KIFO,KIA FORT,1,1,0,1,KIA FORT,1073
CX5F,MAZDCX5F,1,1,0,0,MAZDCX5F,1222
HYTN,HYUNTUC2,0,1,0,0,HYUNTUC2,3808
FFET,FORDFIES,1,0,1,0,FORDFIES,143
VWJE,VOLKJETT,1,1,1,0,VOLKJETT,1025
MA6I,MAZDA 6 SEDAN I TOURING,0,1,1,0,MAZDA 6 SEDAN I TOURING,78
CATR,CADIATSR,0,1,0,1,CADIATSR,370
VWJE,VOLKJETT,1,1,1,0,VOLKJETT,153
KIFO,KIA FORT,1,1,0,1,KIA FORT,438
CTWN,CHRYTOWN,1,0,1,0,CHRYTOWN,370
KIOP,KIA OPTI,0,1,1,0,KIA OPTI,8986
FEX2,FORDEXL2,1,0,0,1,FORDEXL2,2247
HYEL,HYUNELAN,1,1,0,1,HYUNELAN,4948
KIRO,KIA RIO,1,1,0,1,KIA RIO,1511
MA5S,MAZD5SPT,1,0,1,0,MAZD5SPT,3005
FOFN,FORD FUSION FWD,1,0,1,0,FORD FUSION FWD,1715
CHS4,CHEVSON4,1,1,0,0,CHEVSON4,1357
CCAT,CHEVCAPT,0,1,0,0,CHEVCAPT,967
FOFN,FORDFUSI,0,1,1,0,FORDFUSI,717
KIOP,KIA OPTI,1,1,0,0,KIA OPTI,885
VWJE,VOLKJETT,0,1,1,0,VOLKJETT,1647
VWJE,VOLKJETT,0,1,1,1,VOLKJETT,825
FMSN,FORDMUST,1,1,0,1,FORDMUST,244
HYEL,HYUNELAN,0,0,1,1,HYUNELAN,3818
CMP2,JEEPCMP2,0,1,0,0,JEEPCMP2,1751
CTWN,CHRYTOWN,0,0,1,0,CHRYTOWN,1229
VOPS,VOLKPASS,0,0,0,0,VOLKPASS,1127
CHCZ,CHEVCRUZ,0,1,0,1,CHEVCRUZ,603
VOPS,VOLKPASS,0,0,1,0,VOLKPASS,582
FOXL,FORDEXL4,1,0,0,0,FORDEXL4,405
BREG,BUICREGL,0,0,0,0,BUICREGL,1129
